 S0C    S1C    S0U    S1U      EC       EU        OC         OU       MC     MU    CCSC   CCSU   YGC     YGCT    FGC    FGCT     GCT   
1024.0 1024.0 596.0   0.0   24576.0  24576.0   88576.0    57651.9   46080.0 42656.1 7168.0 6144.5    138    0.412   5      0.321    0.733
1024.0 1024.0  0.0   641.2  24576.0   1775.2   88576.0    57667.9   46080.0 42656.7 7168.0 6144.5    139    0.414   5      0.321    0.735
1024.0 1024.0  0.0   641.2  24576.0   3641.9   88576.0    57667.9   46080.0 42656.7 7168.0 6144.5    139    0.414   5      0.321    0.735
1024.0 1024.0  0.0   641.2  24576.0   5207.5   88576.0    57667.9   46080.0 42656.7 7168.0 6144.5    139    0.414   5      0.321    0.735
1024.0 1024.0  0.0   641.2  24576.0   6801.5   88576.0    57667.9   46080.0 42656.7 7168.0 6144.5    139    0.414   5      0.321    0.735
1024.0 1024.0  0.0   641.2  24576.0   8337.4   88576.0    57667.9   46080.0 42656.7 7168.0 6144.5    139    0.414   5      0.321    0.735
1024.0 1024.0  0.0   641.2  24576.0   9939.4   88576.0    57667.9   46080.0 42656.7 7168.0 6144.5    139    0.414   5      0.321    0.735
1024.0 1024.0  0.0   641.2  24576.0  11611.0   88576.0    57667.9   46080.0 42656.7 7168.0 6144.5    139    0.414   5      0.321    0.735
1024.0 1024.0  0.0   641.2  24576.0  13133.8   88576.0    57667.9   46080.0 42656.7 7168.0 6144.5    139    0.414   5      0.321    0.735
1024.0 1024.0  0.0   641.2  24576.0  14757.5   88576.0    57667.9   46080.0 42656.7 7168.0 6144.5    139    0.414   5      0.321    0.735
1024.0 1024.0  0.0   641.2  24576.0  16726.9   88576.0    57667.9   46080.0 42656.7 7168.0 6144.5    139    0.414   5      0.321    0.735
1024.0 1024.0  0.0   641.2  24576.0  18293.7   88576.0    57667.9   46080.0 42656.7 7168.0 6144.5    139    0.414   5      0.321    0.735
1024.0 1024.0  0.0   641.2  24576.0  19792.0   88576.0    57667.9   46080.0 42656.7 7168.0 6144.5    139    0.414   5      0.321    0.735
1024.0 1024.0  0.0   641.2  24576.0  21412.5   88576.0    57667.9   46080.0 42656.7 7168.0 6144.5    139    0.414   5      0.321    0.735
1024.0 1024.0  0.0   641.2  24576.0  22928.9   88576.0    57667.9   46080.0 42656.7 7168.0 6144.5    139    0.414   5      0.321    0.735
1024.0 1024.0  0.0   641.2  24576.0  24547.4   88576.0    57667.9   46080.0 42656.7 7168.0 6144.5    139    0.414   5      0.321    0.735
1024.0 1024.0 673.2   0.0   24576.0   1625.7   88576.0    57683.9   46080.0 42656.7 7168.0 6144.5    140    0.416   5      0.321    0.737
1024.0 1024.0 673.2   0.0   24576.0   3609.9   88576.0    57683.9   46080.0 42656.7 7168.0 6144.5    140    0.416   5      0.321    0.737
1024.0 1024.0 673.2   0.0   24576.0   5174.5   88576.0    57683.9   46080.0 42656.7 7168.0 6144.5    140    0.416   5      0.321    0.737
1024.0 1024.0 673.2   0.0   24576.0   7162.8   88576.0    57683.9   46080.0 42656.7 7168.0 6144.5    140    0.416   5      0.321    0.737
1024.0 1024.0 673.2   0.0   24576.0   8769.1   88576.0    57683.9   46080.0 42656.7 7168.0 6144.5    140    0.416   5      0.321    0.737
1024.0 1024.0 673.2   0.0   24576.0  10320.5   88576.0    57683.9   46080.0 42656.7 7168.0 6144.5    140    0.416   5      0.321    0.737
1024.0 1024.0 673.2   0.0   24576.0  12253.7   88576.0    57683.9   46080.0 42656.7 7168.0 6144.5    140    0.416   5      0.321    0.737
1024.0 1024.0 673.2   0.0   24576.0  13824.2   88576.0    57683.9   46080.0 42656.7 7168.0 6144.5    140    0.416   5      0.321    0.737
1024.0 1024.0 673.2   0.0   24576.0  15340.0   88576.0    57683.9   46080.0 42656.7 7168.0 6144.5    140    0.416   5      0.321    0.737
1024.0 1024.0 673.2   0.0   24576.0  17338.4   88576.0    57683.9   46080.0 42656.7 7168.0 6144.5    140    0.416   5      0.321    0.737
1024.0 1024.0 673.2   0.0   24576.0  18943.2   88576.0    57683.9   46080.0 42656.7 7168.0 6144.5    140    0.416   5      0.321    0.737
1024.0 1024.0 673.2   0.0   24576.0  20456.7   88576.0    57683.9   46080.0 42656.7 7168.0 6144.5    140    0.416   5      0.321    0.737
1024.0 1024.0 673.2   0.0   24576.0  22086.6   88576.0    57683.9   46080.0 42656.7 7168.0 6144.5    140    0.416   5      0.321    0.737
1024.0 1024.0 673.2   0.0   24576.0  23666.2   88576.0    57683.9   46080.0 42656.7 7168.0 6144.5    140    0.416   5      0.321    0.737
1024.0 1024.0  0.0   708.6  24576.0   705.1    88576.0    57699.9   46080.0 42656.7 7168.0 6144.5    141    0.418   5      0.321    0.739
1024.0 1024.0  0.0   708.6  24576.0   2762.8   88576.0    57699.9   46080.0 42656.7 7168.0 6144.5    141    0.418   5      0.321    0.739
1024.0 1024.0  0.0   708.6  24576.0   4343.6   88576.0    57699.9   46080.0 42656.7 7168.0 6144.5    141    0.418   5      0.321    0.739
1024.0 1024.0  0.0   708.6  24576.0   5838.4   88576.0    57699.9   46080.0 42656.7 7168.0 6144.5    141    0.418   5      0.321    0.739
1024.0 1024.0  0.0   708.6  24576.0   7474.7   88576.0    57699.9   46080.0 42656.7 7168.0 6144.5    141    0.418   5      0.321    0.739
1024.0 1024.0  0.0   708.6  24576.0   9027.0   88576.0    57699.9   46080.0 42656.7 7168.0 6144.5    141    0.418   5      0.321    0.739
1024.0 1024.0  0.0   708.6  24576.0  10607.3   88576.0    57699.9   46080.0 42656.7 7168.0 6144.5    141    0.418   5      0.321    0.739
1024.0 1024.0  0.0   708.6  24576.0  12166.4   88576.0    57699.9   46080.0 42656.7 7168.0 6144.5    141    0.418   5      0.321    0.739
1024.0 1024.0  0.0   708.6  24576.0  14134.5   88576.0    57699.9   46080.0 42656.7 7168.0 6144.5    141    0.418   5      0.321    0.739
1024.0 1024.0  0.0   708.6  24576.0  15688.8   88576.0    57699.9   46080.0 42656.7 7168.0 6144.5    141    0.418   5      0.321    0.739
1024.0 1024.0  0.0   708.6  24576.0  17262.0   88576.0    57699.9   46080.0 42656.7 7168.0 6144.5    141    0.418   5      0.321    0.739
1024.0 1024.0  0.0   708.6  24576.0  18817.0   88576.0    57699.9   46080.0 42656.7 7168.0 6144.5    141    0.418   5      0.321    0.739
1024.0 1024.0  0.0   708.6  24576.0  20447.8   88576.0    57699.9   46080.0 42656.7 7168.0 6144.5    141    0.418   5      0.321    0.739
1024.0 1024.0  0.0   708.6  24576.0  22027.7   88576.0    57699.9   46080.0 42656.7 7168.0 6144.5    141    0.418   5      0.321    0.739
1024.0 1024.0 613.9   0.0   24576.0  21426.5   88576.0    57739.9   46080.0 42666.0 7168.0 6146.9    142    0.420   5      0.321    0.741
1024.0 1024.0 613.9   0.0   24576.0  23952.1   88576.0    57739.9   46080.0 42666.0 7168.0 6146.9    142    0.420   5      0.321    0.741
5632.0 1024.0  0.0   1018.1 24576.0   7597.2   88576.0    70027.3   46080.0 42677.1 7168.0 6146.9    143    0.429   5      0.321    0.751
